번호,제목,요약,원본링크,네이버뉴스링크,게시일
308,"[2TV저녁생생정보] 우렁이강된장쌈밥'보자기', 숙성회백반'남해달인횟집...","<b>부산</b> 돼지 국밥으로 유명한 '송정3대국밥'은 1946에 오픈해 70년 동안 성업 중인 곳으로 농림수산식품부에서 인정한 가장 오래된 돼지국밥 <b>맛집</b>이다. <b>부산 서면</b> 돼지국밥골목의 터줏대감으로 돼지, 순대, 내장국밥과... ",https://www.foodneconomy.com/news/articleView.html?idxno=225748,https://www.foodneconomy.com/news/articleView.html?idxno=225748,2019-07-01 17:50:00
309,SNS마케팅 전문앱 '입소문' 전포 카페거리 <b>맛집</b> '부엔디아' 선정,SNS마케팅 전문앱 '입소문'은 이달의 <b>맛집</b> 분야 추천업체로 전포 카페거리 <b>맛집</b> '부엔디아'를 선정했다고... 스페인 현지 요리를 <b>부산 서면</b> 중심가에서 즐길 수 있어 브런치는 물론 저렴한 런치메뉴를 즐기는 이들 또한... ,http://www.seoulwire.com/news/articleView.html?idxno=163362,http://www.seoulwire.com/news/articleView.html?idxno=163362,2019-06-27 17:08:00
310,[유통가 뒷담화]백화점에 ‘샤넬급 대우’ 요구한 쉑쉑버거,최소 <b>2</b>~3시간 줄을 서야 햄버거를 맛볼 수 있었으니까요. 당시 쉐이크쉑 1호 매장에서는 하루 평균 3750명... 인기 <b>맛집</b>을 물색할 수밖에 없는 것이죠. 내달 <b>부산 서면</b>에 아홉번 째 매장 오픈을 준비 중인 쉑쉑버거. ‘샤넬’... ,http://www.newsway.co.kr/news/view?tp=1&ud=2019062016071259014,http://www.newsway.co.kr/news/view?tp=1&ud=2019062016071259014,2019-06-20 16:28:00
311,"'강릉 <b>맛집</b>·이태원 피자' 등… 식품·유통업계, <b>맛집</b> ‘제품화’ 경쟁",마켓컬리가 내세운 <b>맛집</b> 제품은 <b>부산 서면</b>의 문화로 거리에서 18년째 소고기 명가라고 불리는 ‘사미헌’ 꼬리곰탕을 선보였다. 밖에서 먹으면 평균 1만5000원 이상 하는 꼬리곰탕이 2인분의 푸짐한 양에 1만6000원으로... ,http://www.viva100.com/main/view.php?key=20190606010001799,http://www.viva100.com/main/view.php?key=20190606010001799,2019-06-09 11:18:00
312,"[종합] '2TV 저녁 생생정보' 매운 등갈비찜+얼큰 수제 만두전골+6,900원 ...","먼저 소개된 곳은 <b>부산 서면</b> 부전시장 <b>맛집</b>이다. 냉국수를 3,500원에 판매한다. 손님들로부터 맛있고 저렴해 가성비가 좋다는 평을 받고 있다. 매일 오는 손님도, 하루에 2번씩 방문하는 손님도 있다. 육수엔 파뿌리를... ",http://www.topstarnews.net/news/articleView.html?idxno=633845,http://www.topstarnews.net/news/articleView.html?idxno=633845,2019-06-07 18:48:00
313,"대형 복합문화공간 '<b>서면</b> 피에스타', 트렌디한 테넌트 입점과 함께 6월...","된 <b>부산</b> ‘<b>서면</b> 피에스타’가 체험과 휴식, 문화를 접목한 복합문화공간으로 단장을 마치고 오는 6월 그랜드... 5~6층에서는 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집, 홍대개미, 푸드트럭 등 유명 <b>맛집</b>과... ",http://www.viva100.com/main/view.php?key=20190520000914201,http://www.viva100.com/main/view.php?key=20190520000914201,2019-05-20 09:16:00
314,"`새로운 몰링 즐겨라`... <b>서면</b> 피에스타, 6월 그랜드오픈","가운데 <b>부산 서면</b>에 대형 복합 문화공간 ‘<b>서면</b> 피에스타’가 개장을 앞두고 있다. 오는 6월 그랜드 오픈이... 5~6층에는 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집, 홍대개미, 푸드트럭 등 유명 <b>맛집</b>과... ",http://realestate.joins.com/article/article.asp?pno=137969&ref=naver,https://n.news.naver.com/mnews/article/025/0002907610?sid=101,2019-05-17 09:55:00
315,"<b>부산 서면</b> 피에스타, 복합문화공간으로 6월 그랜드 오픈","최근 새로운 건물주인 삼정을 만나 복합문화공간으로서 6월 중 오픈을 앞둔 <b>부산 서면</b> 피에스타가 막바지... 전국의 <b>맛집</b>과 카페들이 모여 있는 5층~6층에선 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집... ",http://daily.hankooki.com/lpage/economy/201905/dh20190515145349138060.htm,http://daily.hankooki.com/lpage/economy/201905/dh20190515145349138060.htm,2019-05-15 14:56:00
316,"[기획취재] 짐 없는 여행, 가능할까?…<b>부산</b>역 짐캐리 수하물 운송 서비...",사진은 토요코인 <b>부산 서면</b>점 프런트. 사진 / 조아영 기자 짐을 맡기고 길을 나선지 채 몇 시간 지나지 않은... 2018 <b>부산</b>관광혁신 대상에도 이름을 올렸다. 손진현 대표는 &quot;손님들은 짐을 맡기면서 '근처에 괜찮은 <b>맛집</b>은... ,http://www.ktsketch.co.kr/news/articleView.html?idxno=3773,http://www.ktsketch.co.kr/news/articleView.html?idxno=3773,2019-05-14 20:14:00
317,"<b>부산 서면</b> 피에스타 6월 오픈.. 소비와 체험, 문화와 예술 담긴 복합 공...","▲ 맛과 패션, 휴식이 있는 공간<b>서면</b> 피에스타 1층에는 종로, 해운대 점에 이어 국내에서 세번째로 생기는 프리미엄 스타벅스 리저브 하이프로파일을 비롯해 다양한 프랜차이즈들이 입점할 계획이다. 또 <b>2</b>~4층에는 <b>부산</b>... ",http://www.joongdo.co.kr/main/view.php?key=20190514001742427,http://www.joongdo.co.kr/main/view.php?key=20190514001742427,2019-05-14 17:44:00
318,"`<b>서면</b> 피에스타` 복합공간으로 탈바꿈, 6월 중 오픈 확정","3D 팝아티스트 찰스파지노 작품 전시도 <b>부산 서면</b>에 복합 문화공간이 탄생한다. <b>서면</b> 피에스타가 최근... 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집, 홍대개미, 푸드트럭 등 내로라하는 전국의 <b>맛집</b>과... ",http://www.dt.co.kr/contents.html?article_no=2019051302109923813022&ref=naver,https://n.news.naver.com/mnews/article/029/0002526485?sid=101,2019-05-13 14:55:00
319,<b>부산</b> 新랜드마크 <b>서면</b>피에스타 6월 오픈…‘복합문화공간’ 탄생 예고,"<b>2</b>~4층은 패션 및 라이프스타일의 테마로 구성된다. 온더보더가 <b>부산</b> 최초로 입점을 확정 지었으며 <b>부산</b> 최대 규모의 편집샵 원더플레이스, 북스리브로를 비롯해 트렌디한 테넌트들이 들어설 계획이다. 5층과 6층은 <b>맛집</b>... ",https://www.seoul.co.kr/news/newsView.php?id=20190509500114&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0002997697?sid=101,2019-05-09 15:47:00
320,"<b>부산 서면</b> 피에스타, 6월 중 복합문화공간으로 탄생","<b>부산 서면</b> 피에스타가 복합 문화공간으로서 탄생한다. 최근 새로운 건물주인 삼정을 만나 6월 그랜드 오픈을... 5층~6층은 더앨리, 아웃백스테이크하우스, 스시로, 유동커피, 다리집, 홍대개미, 푸드트럭 등 전국 <b>맛집</b>과... ",https://www.bizwork.co.kr/news/articleView.html?idxno=206612,https://www.bizwork.co.kr/news/articleView.html?idxno=206612,2019-05-09 15:42:00
321,"'생생정보' 리얼가왕 7000원 숯불돼지구이·철판닭갈비 무한리필, 7전8기...","라짜이마라훠궈 <b>부산 서면 맛집</b>으로 '얼큰 양갈비전골'을 소개한다. 양갈비 1대와 샤브용 양고기, 야채 등이 들어간 얼큰 양갈비전골(라짜이마라훠궈, <b>2</b>~3인) 3만6000원이다. -위치: <b>부산</b> <b>부산</b>진구 중앙대로680번가길... ",http://www.g-enews.com/ko-kr/news/article/news_all/201904301629589169c4c55f9b3d_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/201904301629589169c4c55f9b3d_1/article.html,2019-04-30 18:30:00
322,<b>부산</b>서 영토 넓히는 공유사무실 기업 위워크,위워크 <b>부산 서면</b>점 4층. 코스웬콘텐츠 직원들이 <b>부산</b>관광 마스코트 사업 구상에 한창이었다.... 코스웬콘텐츠는 ‘<b>부산</b> 아제(아주 재미있는 이야기)’ 등 <b>부산</b> 특화 콘텐츠를 제작해 <b>맛집</b>과 패션 정보를 제공하고 행사... ,https://www.hankyung.com/article/2019042549161,https://n.news.naver.com/mnews/article/015/0004131598?sid=102,2019-04-25 18:16:00
323,"[CEO] 삼정건설, 공간 크리에이터로 변신할 것",데다 <b>부산 서면</b>에 대형 쇼핑몰을 열어 건설업과 유통업을 결합해 신성장동력을 본격적으로 갖추게 되기... 이 대표는 &quot;<b>맛집</b>이나 일반 소매업에 크게 관심을 두지 않았는데 쇼핑몰을 구성해야 하니 <b>부산</b>·서울의 <b>맛집</b>과... ,http://news.mk.co.kr/newsRead.php?year=2019&no=247425,https://n.news.naver.com/mnews/article/009/0004342669?sid=101,2019-04-21 17:24:00
324,예쁜 일식·대중적 이탈리아 요리 동시에…#분위기 <b>맛집</b> #먹스타그램 갬...,<b>부산 서면</b> ‘신세카이 키친’ - 도쿄로 유학가 일식 배운 대표- 이탈리아 요리에 일식 접목- “메뉴·인테리어 부지런히 바꿔- 오래가는 퓨전 레스토랑 목표”- 맛있게 먹을 수 있는 크기로 썬- 살치살 ‘와규 레어... ,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1600&key=20190418.22019006914,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1600&key=20190418.22019006914,2019-04-18 00:10:00
325,1박2일 #기차여행,225 문의051-462-1575 <b>2</b>) 송정3대국밥 1946년부터 전통을 이어온 <b>맛집</b>. 돼지국밥에 다대기를 얼큰하게 풀고 수육과 순대를 곁들이면 든든한 식사를 할 수 있다. 주소<b>부산</b>광역시 <b>부산</b>진구 <b>서면</b>로68번길 29 문의 051-806-7181,http://www.marieclairekorea.com/2019/04/lifestyle/1%eb%b0%952%ec%9d%bc-%ea%b8%b0%ec%b0%a8%ec%97%ac%ed%96%89/?_N_=01,http://www.marieclairekorea.com/2019/04/lifestyle/1%eb%b0%952%ec%9d%bc-%ea%b8%b0%ec%b0%a8%ec%97%ac%ed%96%89/?_N_=01,2019-04-12 15:28:00
326,불황에 ‘투잡’ 뛰는 주택건설사들…호텔·상가 운영까지,특히 유림E&amp;C는 <b>부산</b>이나 전국적인 <b>맛집</b> 등 유명업체가 입점을 원하면 임대료를 할인해 주는 등의 혜택을... ‘삼정 그린코아’ 아파트로 유명한 삼정은 다음 달 말 <b>부산</b> <b>부산</b>진구 <b>서면</b>에 ‘피에스타’를 오픈할... ,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20190409.22014003534,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20190409.22014003534,2019-04-09 00:10:00
327,<b>서면맛집</b> 아까돔보 / 엄기준 오너셰프 일식조리 '명인' 등극,"<b>부산</b>시조리명인선정위원회는 지난 달 25일 19시, 에버2000 뷔페에서 <b>부산 서면</b> 아까돔보 엄기준(51세) 대표에게 분야 최고 셰프에게 주는 '조리 명인 증서'를 수여했다. <b>부산</b>조리명인 선정위가 매 2년마다 우수 조리인 발굴... ",http://www.cooknchefnews.com/news/newsview.php?ncode=1065566373637524,http://www.cooknchefnews.com/news/newsview.php?ncode=1065566373637524,2019-04-05 07:50:00
328,'2TV 생생정보 1만2900원 돼지고기 무제한·3000원 콩나물 비빔밥 '초저...,3000원 콩나물 비빔밥 <b>맛집</b>은 <b>부산 서면 맛집</b>으로 알려져 있다. 저렴한 가격에도 반찬으로 나오는 떡볶이 계란말이 등이 특별한 맛을 자랑한다. 3000원 콩나물 비빔밥은 양념장을 넣고 비비면 고기도 고명으로 들어가... ,http://www.joynews24.com/view/1164269,http://www.joynews24.com/view/1164269,2019-03-15 18:18:00
329,오래된 맛,"<b>부산</b> <b>맛집</b> 마라톤집 역시 홍신애 선생의 단골집이다. <b>부산 서면</b>에 위치한 이곳은 식당이라기보다는 주점에 가깝다는 것이 그의 설명이다. 술 마신 뒤 먹을 수 있는 밥류, 컵라면 등 여러 가지 식사메뉴도 있다. 70년이... ",http://woman.chosun.com/client/news/viw.asp?cate=C02&mcate=M1004&nNewsNumb=20190261117,http://woman.chosun.com/client/news/viw.asp?cate=C02&mcate=M1004&nNewsNumb=20190261117,2019-02-24 13:02:00
330,"'생생정보' 전설의맛 푸딩순두부 가마솥한우육개장, 최강<b>맛집</b> 왕대창구...",-위치: 경기 남양주시 조안면 북한강로 133 ■ 태화육개장 <b>부산 서면 맛집</b>으로 '57년 전통 가마솥 한우... -위치: 서울 송파구 삼학사로19길 5 (지번: 삼전동 128-<b>2</b> 용호빌딩) ■ 언주옥 강남 논현동 곰탕 전문점으로 '6가지... ,http://www.g-enews.com/ko-kr/news/article/news_all/201902141643479610c4c55f9b3d_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/201902141643479610c4c55f9b3d_1/article.html,2019-02-14 18:31:00
331,"<b>부산 서면</b> 가마솥 한우 육개장 <b>맛집</b>, 2TV 저녁 생생정보 등장 &quot;태화육개...","<b>부산 서면</b> 가마솥 한우 육개장 <b>맛집</b> '태화육개장'이 14일 KBS2 2TV 저녁 생생정보 전설의 맛 코너에... <b>부산 서면</b>에 위치해 있다. <b>서면</b>역(<b>부산</b> 1, 2호선) 9번 출구로 나와 도로변을 따라 북서쪽으로 걸어 <b>2</b>~3분 정도면... ",https://www.imaeil.com/page/view/2019021417395752733,https://n.news.naver.com/mnews/article/088/0000577393?sid=004,2019-02-14 17:42:00
332,[2tv 저녁 생생정보통 <b>맛집</b>오늘] 푸딩 순두부 남양주'기와집순두부'·가...,"가마솥 한우 육개장 &lt;태화육개장&gt; <b>부산</b> <b>부산</b>진구 <b>서면</b>문화로 18 그들이 반한 최강 <b>맛집</b> &lt;왕대창구이 &amp; 6가지 모둠! 한우 수육, 도가니 곰탕&gt; ■롯데월드 아쿠아리움 서울 송파구 올림픽로 300 롯데월드몰 B1... ",http://www.kjdaily.com/read.php3?aid=1550127152461509208,http://www.kjdaily.com/read.php3?aid=1550127152461509208,2019-02-14 16:06:00
333,<b>부산</b>을 창업1번지로 &lt;6&gt; 민간 창업지원공간 꿈틀,위워크 코리아 역시 연내 <b>부산 서면</b> 일대에 공유 오피스를 선보인다. 이 오피스에 입점하면 세계 335개의... 발간한 <b>서면</b> 로컬 잡지 ‘날 <b>서면</b>’ 크라우드 펀딩 행사가 열렸다. ‘날 <b>서면</b>’에는 <b>서면</b> 일대의 <b>맛집</b> 정보와... ,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20190212.22006001412,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20190212.22006001412,2019-02-12 00:07:00
334,생생정보 가격파괴 5000원 곰탕 택시맛객 특양구이 더덕산채정식 위치는...,"이날 2tv '생생정보' 제작진이 소개하는 <b>맛집</b>과 생생현장으로 선정된 곳은 다음과 같다. [가격파괴Why] - 5000원 곰탕 ■ 하랑 <b>부산</b>진구 <b>서면</b> '곰탕' 전문점이다. 곰탕 5000원, 사골만두국 6000원, 맛보기 육전(1일 50인분... ",http://www.g-enews.com/ko-kr/news/article/news_all/20190117150748938c4c55f9b3d_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/20190117150748938c4c55f9b3d_1/article.html,2019-01-17 18:31:00
335,"<b>부산 서면</b> 스시 <b>맛집</b> 홍대앞스시, '사시미, 초밥, 물회' 등 다양한 메뉴...","이 가운데 최근 맛은 물론 분위기를 갖춘 회식장소로 <b>서면</b> 스시 <b>맛집</b> '홍대앞스시'가 <b>부산</b>의 인기있는 <b>서면</b> 회식 장소로 주목을 받고 있다. <b>서면</b> 술집 홍대앞스시는 초밥, 사시미, 물회 등을 판매하는 일식집으로 서울... ",http://www.gpkorea.com/news/articleView.html?idxno=46604,http://www.gpkorea.com/news/articleView.html?idxno=46604,2018-12-21 10:28:00
336,[<b>부산</b> 가볼만한 곳] 가을 여행지 '<b>부산</b> 1박 2일 여행코스'…&quot;<b>맛집</b>까지 한...,"▲<b>부산</b> <b>맛집</b>, 양산 <b>맛집</b>, <b>부산</b> 가볼만한 곳에 대해 알아보자(사진출처=픽사 베이) 본격적으로 국내 여행을... 마지막으로는 <b>부산</b> 아이와 가볼만한 곳으로 손꼽히는 <b>부산</b> 어린이 대공원이다. 이곳은 <b>부산 서면</b>에서 5km 떨어진... ",http://www.nbntv.co.kr/news/articleView.html?idxno=127800,http://www.nbntv.co.kr/news/articleView.html?idxno=127800,2018-11-09 14:45:00
337,"<b>부산 서면</b> 임대형 복합쇼핑몰 '<b>서면</b> 피에스타', 15일 사업설명회 개최",리클라이너 CGV 입점…쉑쉑버거·스타벅스 리저브 등도 들어설 예정 <b>부산 서면</b> 상권을 한 단계 업그레이드... 특히 5층은 <b>부산</b>지역 중심의 <b>맛집</b> 특화 F&amp;B 공간으로 구성되어 <b>부산</b> 본연의 맛을 느낄 수 있는 다양한 로컬... ,http://www.segyefn.com/newsView/20181107002766?OutUrl=naver,http://www.segyefn.com/newsView/20181107002766?OutUrl=naver,2018-11-07 14:32:00
338,<b>서면</b> 상권 겨냥 복합쇼핑몰 ‘<b>서면</b> 피에스타’ 15일 사업설명회 개최,"이번 사업 설명회는 <b>서면</b> 피에스타의 향후 개발 방향과 앞으로의 <b>부산</b>, <b>서면</b> 상권에 대한 새로운 비전 등을... 특히 5층은 <b>부산</b> 지역 중심의 <b>맛집</b> 특화 F&amp;B 공간으로 구성되어 <b>부산</b> 본연의 맛을 느낄 수 있는 다양한 로컬... ",http://news.heraldcorp.com/view.php?ud=20181107000545,https://n.news.naver.com/mnews/article/016/0001461844?sid=101,2018-11-07 13:25:00
339,<b>서면</b> 상권 겨냥 복합쇼핑몰 ‘<b>서면</b> 피에스타’ 사업설명회 15일 열린다,"이번 사업 설명회는 <b>서면</b> 피에스타의 향후 개발 방향과 앞으로의 <b>부산</b>, <b>서면</b> 상권에 대한 새로운 비전 등을... 특히 5층은 <b>부산</b> 지역 중심의 <b>맛집</b> 특화 F&amp;B 공간으로 구성되어 <b>부산</b> 본연의 맛을 느낄 수 있는 다양한 로컬... ",http://www.todaykorea.co.kr/news/view.php?no=257830,http://www.todaykorea.co.kr/news/view.php?no=257830,2018-11-07 12:34:00
340,<b>부산 서면</b> 복합쇼핑몰 ‘<b>서면</b> 피에스타’ 사업설명회 15일 개최,"이번 사업 설명회는 <b>서면</b> 피에스타의 향후 개발 방향과 앞으로의 <b>부산</b>, <b>서면</b> 상권에 대한 새로운 비전 등을... 특히 5층은 <b>부산</b> 지역 중심의 <b>맛집</b> 특화 F&amp;B 공간으로 구성되어 <b>부산</b> 본연의 맛을 느낄 수 있는 다양한 로컬... ",http://www.betanews.net:8080/article/931506.html,http://www.betanews.net:8080/article/931506.html,2018-11-07 12:21:00
